"","X","i","j","pocp","population"
"47250",420,"19AcS11.1.1","19AcAM290.2.1",0.870195549561699,"metapop"
"47275",420,"19AcS11.1.1","19AcAM304.3.1",0.733836087390485,"metapop"
"47364",420,"19AcS11.1.1","19AcS312.2.1",0.865347386534739,"metapop"
"47367",420,"19AcS11.1.1","19AcGLB102.2.1",0.855236683257439,"metapop"
"53486",420,"19AcS312.2.1","19AcAM290.2.1",0.855474774179335,"metapop"
"53607",420,"19AcS312.2.1","19AcS11.1.1",0.865347386534739,"metapop"
"53656",420,"19AcS312.2.1","19AcAM304.3.1",0.722409481352615,"metapop"
"537191",420,"19AcS312.2.1","19AcGLB102.2.1",0.869791125428661,"metapop"
"20607",420,"19AcAm211.3.1","19AcS123.1.1",0.886959407145227,"species"
"207223",420,"19AcAm211.3.1","19AcGLB198.2.2",0.852893976677009,"species"
"207421",420,"19AcAm211.3.1","19AcAm42.7.1",0.844144343590879,"species"
"208122",420,"19AcAm211.3.1","19AcS181.3.1",0.843110504774898,"species"
"254311",420,"19AcAm42.7.1","19AcGLB198.2.2",0.797416132884594,"species"
"25512",420,"19AcAm42.7.1","19AcS123.1.1",0.814261650758001,"species"
"25541",420,"19AcAm42.7.1","19AcS181.3.1",0.786649632705206,"species"
"255541",420,"19AcAm42.7.1","19AcAm211.3.1",0.844144343590879,"species"
"346521",420,"19AcGLB198.2.2","19AcS181.3.1",0.882340820111271,"species"
"34655",420,"19AcGLB198.2.2","19AcAm211.3.1",0.852893976677009,"species"
"347321",420,"19AcGLB198.2.2","19AcAm42.7.1",0.797416132884594,"species"
"347611",420,"19AcGLB198.2.2","19AcS123.1.1",0.869928400954654,"species"
"47932",420,"19AcS123.1.1","19AcS181.3.1",0.867659574468085,"species"
"48022",420,"19AcS123.1.1","19AcAm42.7.1",0.814261650758001,"species"
"48077",420,"19AcS123.1.1","19AcAm211.3.1",0.886959407145227,"species"
"481001",420,"19AcS123.1.1","19AcGLB198.2.2",0.869928400954654,"species"
"49922",420,"19AcS181.3.1","19AcS123.1.1",0.867659574468085,"species"
"500001",420,"19AcS181.3.1","19AcGLB198.2.2",0.882340820111271,"species"
"50005",420,"19AcS181.3.1","19AcAm211.3.1",0.843110504774898,"species"
"50066",420,"19AcS181.3.1","19AcAm42.7.1",0.786649632705206,"species"
"50481",421,"05LoS3_1","11LoS14_2",0.996392259757298,"all1"
"51465",421,"05LoS3_1","19AcD266.3.1",0.995736306985897,"all1"
"52277",421,"05LoS3_1","19AcS136.2.1",0.996392259757298,"all1"
"5250",421,"05LoS3_1","19AcS312.3.1",0.996720236142998,"all1"
"84681",421,"11LoS14_2","05LoS3_1",0.996392259757298,"all1"
"85783",421,"11LoS14_2","19AcD266.3.1",0.996064283371597,"all1"
"86592",421,"11LoS14_2","19AcS136.2.1",0.996720236142998,"all1"
"86823",421,"11LoS14_2","19AcS312.3.1",0.997048212528698,"all1"
"343403",421,"19AcD266.3.1","05LoS3_1",0.995736306985897,"all1"
"343533",421,"19AcD266.3.1","11LoS14_2",0.996064283371597,"all1"
"345317",421,"19AcD266.3.1","19AcS136.2.1",0.996064283371597,"all1"
"345544",421,"19AcD266.3.1","19AcS312.3.1",0.996392259757298,"all1"
"557242",421,"19AcS136.2.1","05LoS3_1",0.996392259757298,"all1"
"557371",421,"19AcS136.2.1","11LoS14_2",0.996720236142998,"all1"
"558356",421,"19AcS136.2.1","19AcD266.3.1",0.996064283371597,"all1"
"559385",421,"19AcS136.2.1","19AcS312.3.1",0.997048212528698,"all1"
"61796",421,"19AcS312.3.1","05LoS3_1",0.996720236142998,"all1"
"618093",421,"19AcS312.3.1","11LoS14_2",0.997048212528698,"all1"
"619073",421,"19AcS312.3.1","19AcD266.3.1",0.996392259757298,"all1"
"619885",421,"19AcS312.3.1","19AcS136.2.1",0.997048212528698,"all1"
"2395133",421,"05LoS16R1_16","05LoS3_1",0.995736306985897,"I3"
"2400139",421,"05LoS16R1_16","09LoS36_3",0.995736306985897,"I3"
"2493124",421,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"2494356",421,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"5026134",421,"05LoS3_1","05LoS16R1_16",0.995736306985897,"I3"
"5040134",421,"05LoS3_1","09LoS36_3",0.996064283371597,"I3"
"5133120",421,"05LoS3_1","19AcAm43.3.1",0.995080354214497,"I3"
"5134109",421,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"6346134",421,"09LoS36_3","05LoS16R1_16",0.995736306985897,"I3"
"6356136",421,"09LoS36_3","05LoS3_1",0.996064283371597,"I3"
"6453125",421,"09LoS36_3","19AcAm43.3.1",0.995080354214497,"I3"
"6454120",421,"09LoS36_3","19AcARN268.1.1",0.997048212528698,"I3"
"30898121",421,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"30908119",421,"19AcAm43.3.1","05LoS3_1",0.995080354214497,"I3"
"30913126",421,"19AcAm43.3.1","09LoS36_3",0.995080354214497,"I3"
"31006111",421,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31162354",421,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"31172110",421,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"31177120",421,"19AcARN268.1.1","09LoS36_3",0.997048212528698,"I3"
"31270111",421,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"24941132",421,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2529279",421,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539361",421,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"2609287",421,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"311621132",421,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31305275",421,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315349",421,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"31385290",421,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"40402274",421,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511275",421,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40555287",421,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"40625287",421,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042360",421,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43151349",421,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"43186286",421,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"43265301",421,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"61522285",421,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61631289",421,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"61666287",421,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"61676301",421,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"4406",421,"05LoS8_14","19AcNV335.3.1",0.723998819246286,"metapop"
"4410",421,"05LoS8_14","19AcGLB196.3.1",0.726845270639694,"metapop"
"4475",421,"05LoS8_14","13LoS100_1",0.753281400064027,"metapop"
"4522",421,"05LoS8_14","11LoS34_2",0.867292371494052,"metapop"
"10893",421,"11LoS34_2","19AcGLB196.3.1",0.745825200607244,"metapop"
"10960",421,"11LoS34_2","05LoS8_14",0.867292371494052,"metapop"
"10999",421,"11LoS34_2","19AcNV335.3.1",0.7314453125,"metapop"
"11039",421,"11LoS34_2","13LoS100_1",0.766193903471634,"metapop"
"12609",421,"13LoS100_1","11LoS34_2",0.766193903471634,"metapop"
"12676",421,"13LoS100_1","19AcNV335.3.1",0.742247320061256,"metapop"
"126811",421,"13LoS100_1","19AcGLB196.3.1",0.752810180275716,"metapop"
"12740",421,"13LoS100_1","05LoS8_14",0.753281400064027,"metapop"
"334971",421,"19AcGLB196.3.1","13LoS100_1",0.752810180275716,"metapop"
"33571",421,"19AcGLB196.3.1","11LoS34_2",0.745825200607244,"metapop"
"33572",421,"19AcGLB196.3.1","19AcNV335.3.1",0.742711798082567,"metapop"
"33625",421,"19AcGLB196.3.1","05LoS8_14",0.726845270639694,"metapop"
"39943",421,"19AcNV335.3.1","19AcGLB196.3.1",0.742711798082567,"metapop"
"39995",421,"19AcNV335.3.1","11LoS34_2",0.7314453125,"metapop"
"40009",421,"19AcNV335.3.1","13LoS100_1",0.742247320061256,"metapop"
"40114",421,"19AcNV335.3.1","05LoS8_14",0.723998819246286,"metapop"
"31731",421,"05LoS23_10","19AcS398Asp.1.1",0.871484107020352,"species"
"32072",421,"05LoS23_10","19AcPa283.1.1",0.862507155123068,"species"
"3249",421,"05LoS23_10","09LoS43_2",0.886274947039804,"species"
"33241",421,"05LoS23_10","19AcPa177.2.2",0.850170012065372,"species"
"6105",421,"09LoS43_2","19AcPa283.1.1",0.848944294699012,"species"
"6143",421,"09LoS43_2","19AcPa177.2.2",0.843850958432048,"species"
"6180",421,"09LoS43_2","05LoS23_10",0.886274947039804,"species"
"6246",421,"09LoS43_2","19AcS398Asp.1.1",0.863488502523836,"species"
"450552",421,"19AcPa177.2.2","19AcPa283.1.1",0.869973486522316,"species"
"45166",421,"19AcPa177.2.2","09LoS43_2",0.843850958432048,"species"
"451821",421,"19AcPa177.2.2","05LoS23_10",0.850170012065372,"species"
"452381",421,"19AcPa177.2.2","19AcS398Asp.1.1",0.833498841443231,"species"
"457662",421,"19AcPa283.1.1","05LoS23_10",0.862507155123068,"species"
"459131",421,"19AcPa283.1.1","19AcS398Asp.1.1",0.86637484160811,"species"
"45937",421,"19AcPa283.1.1","09LoS43_2",0.848944294699012,"species"
"459692",421,"19AcPa283.1.1","19AcPa177.2.2",0.869973486522316,"species"
"549661",421,"19AcS398Asp.1.1","19AcPa177.2.2",0.833498841443231,"species"
"549711",421,"19AcS398Asp.1.1","05LoS23_10",0.871484107020352,"species"
"55052",421,"19AcS398Asp.1.1","09LoS43_2",0.863488502523836,"species"
"550751",421,"19AcS398Asp.1.1","19AcPa283.1.1",0.86637484160811,"species"
"2493125",422,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"all1"
"25305",422,"05LoS16R1_16","19AcGLB232.1.1",0.996064283371597,"all1"
"25946",422,"05LoS16R1_16","19AcS181.3.1",0.997376188914398,"all1"
"26082",422,"05LoS16R1_16","19AcS311.1.1",0.996064283371597,"all1"
"30898122",422,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"all1"
"310425",422,"19AcAm43.3.1","19AcGLB232.1.1",0.995408330600197,"all1"
"311061",422,"19AcAm43.3.1","19AcS181.3.1",0.996720236142998,"all1"
"311202",422,"19AcAm43.3.1","19AcS311.1.1",0.995408330600197,"all1"
"406663",422,"19AcGLB232.1.1","05LoS16R1_16",0.996064283371597,"all1"
"407744",422,"19AcGLB232.1.1","19AcAm43.3.1",0.995408330600197,"all1"
"408743",422,"19AcGLB232.1.1","19AcS181.3.1",0.998032141685799,"all1"
"408882",422,"19AcGLB232.1.1","19AcS311.1.1",0.996720236142998,"all1"
"575623",422,"19AcS181.3.1","05LoS16R1_16",0.997376188914398,"all1"
"576701",422,"19AcS181.3.1","19AcAm43.3.1",0.996720236142998,"all1"
"577072",422,"19AcS181.3.1","19AcGLB232.1.1",0.998032141685799,"all1"
"577846",422,"19AcS181.3.1","19AcS311.1.1",0.998032141685799,"all1"
"612582",422,"19AcS311.1.1","05LoS16R1_16",0.996064283371597,"all1"
"613662",422,"19AcS311.1.1","19AcAm43.3.1",0.995408330600197,"all1"
"614032",422,"19AcS311.1.1","19AcGLB232.1.1",0.996720236142998,"all1"
"614676",422,"19AcS311.1.1","19AcS181.3.1",0.998032141685799,"all1"
"2493126",422,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"2494357",422,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"2500125",422,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"2573130",422,"05LoS16R1_16","19AcPa177.2.2",0.996064283371597,"I3"
"30898123",422,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"31006112",422,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31012112",422,"19AcAm43.3.1","19AcARN300.2.1",0.996064283371597,"I3"
"31085119",422,"19AcAm43.3.1","19AcPa177.2.2",0.995408330600197,"I3"
"31162355",422,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"31270112",422,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"31276104",422,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"31349104",422,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"32746125",422,"19AcARN300.2.1","05LoS16R1_16",0.996720236142998,"I3"
"32854112",422,"19AcARN300.2.1","19AcAm43.3.1",0.996064283371597,"I3"
"32855102",422,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"32933104",422,"19AcARN300.2.1","19AcPa177.2.2",0.997376188914398,"I3"
"52018124",422,"19AcPa177.2.2","05LoS16R1_16",0.996064283371597,"I3"
"52126119",422,"19AcPa177.2.2","19AcAm43.3.1",0.995408330600197,"I3"
"52127104",422,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"52133104",422,"19AcPa177.2.2","19AcARN300.2.1",0.997376188914398,"I3"
"2520284",422,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"2529280",422,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539362",422,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"2609288",422,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"38026273",422,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"38169274",422,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"38179286",422,"19AcGLB102.2.2","19AcHe316.1.1",0.997704165300098,"R3"
"38249288",422,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"40402275",422,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40537274",422,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"40555288",422,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"40625288",422,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042361",422,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43177286",422,"19AcHe316.1.1","19AcGLB102.2.2",0.997704165300098,"R3"
"43186287",422,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"43265302",422,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"61522286",422,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61657288",422,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"61666288",422,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"61676302",422,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"7412",422,"05LoM26.5","19AcS398Asp.2.1",0.808904562486224,"metapop"
"763",422,"05LoM26.5","13LoS14_2",0.749580033597312,"metapop"
"819",422,"05LoM26.5","19AcHe317.2.1",0.822760777306232,"metapop"
"9371",422,"05LoM26.5","19AcAm205.2.1",0.823256816467292,"metapop"
"130891",422,"13LoS14_2","19AcHe317.2.1",0.748920863309352,"metapop"
"13189",422,"13LoS14_2","19AcS398Asp.2.1",0.733569739952719,"metapop"
"13204",422,"13LoS14_2","19AcAm205.2.1",0.718522792844778,"metapop"
"13210",422,"13LoS14_2","05LoM26.5",0.749580033597312,"metapop"
"18911",422,"19AcAm205.2.1","19AcS398Asp.2.1",0.85518341307815,"metapop"
"190281",422,"19AcAm205.2.1","05LoM26.5",0.823256816467292,"metapop"
"19038",422,"19AcAm205.2.1","19AcHe317.2.1",0.839418416801292,"metapop"
"19048",422,"19AcAm205.2.1","13LoS14_2",0.718522792844778,"metapop"
"37335",422,"19AcHe317.2.1","05LoM26.5",0.822760777306232,"metapop"
"37342",422,"19AcHe317.2.1","19AcS398Asp.2.1",0.863766519823788,"metapop"
"37394",422,"19AcHe317.2.1","19AcAm205.2.1",0.839418416801292,"metapop"
"374501",422,"19AcHe317.2.1","13LoS14_2",0.748920863309352,"metapop"
"55226",422,"19AcS398Asp.2.1","05LoM26.5",0.808904562486224,"metapop"
"55274",422,"19AcS398Asp.2.1","19AcAm205.2.1",0.85518341307815,"metapop"
"55326",422,"19AcS398Asp.2.1","13LoS14_2",0.733569739952719,"metapop"
"55350",422,"19AcS398Asp.2.1","19AcHe317.2.1",0.863766519823788,"metapop"
"3161",422,"05LoS23_10","19AcARN282.2.1",0.875593332597417,"species"
"3172",422,"05LoS23_10","19AcARN300.2.1",0.9010976575761,"species"
"3261",422,"05LoS23_10","19AcAm127.1.1",0.862745098039216,"species"
"33711",422,"05LoS23_10","19AcAm185.3.1",0.877747868999551,"species"
"15261",422,"19AcAm127.1.1","19AcARN300.2.1",0.862533097969991,"species"
"15322",422,"19AcAm127.1.1","05LoS23_10",0.862745098039216,"species"
"15367",422,"19AcAm127.1.1","19AcAm185.3.1",0.860111560756863,"species"
"153951",422,"19AcAm127.1.1","19AcARN282.2.1",0.849881542106397,"species"
"175481",422,"19AcAm185.3.1","19AcARN282.2.1",0.868119891008174,"species"
"17585",422,"19AcAm185.3.1","19AcARN300.2.1",0.890092706355412,"species"
"176011",422,"19AcAm185.3.1","05LoS23_10",0.877747868999551,"species"
"17637",422,"19AcAm185.3.1","19AcAm127.1.1",0.860111560756863,"species"
"268821",422,"19AcARN282.2.1","19AcAm185.3.1",0.868119891008174,"species"
"269731",422,"19AcARN282.2.1","19AcAm127.1.1",0.849881542106397,"species"
"27024",422,"19AcARN282.2.1","05LoS23_10",0.875593332597417,"species"
"270321",422,"19AcARN282.2.1","19AcARN300.2.1",0.883685136323659,"species"
"27597",422,"19AcARN300.2.1","19AcAm127.1.1",0.862533097969991,"species"
"27598",422,"19AcARN300.2.1","19AcAm185.3.1",0.890092706355412,"species"
"27756",422,"19AcARN300.2.1","05LoS23_10",0.9010976575761,"species"
"277841",422,"19AcARN300.2.1","19AcARN282.2.1",0.883685136323659,"species"
"43145",423,"05LoS23_11","19AcAm206.2.1",0.997048212528698,"all1"
"44424",423,"05LoS23_11","19AcS181.3.1",0.998032141685799,"all1"
"44577",423,"05LoS23_11","19AcS312.2.1",0.996392259757298,"all1"
"44642",423,"05LoS23_11","19AcS398Asp.2.1",0.996064283371597,"all1"
"237773",423,"19AcAm206.2.1","05LoS23_11",0.997048212528698,"all1"
"239782",423,"19AcAm206.2.1","19AcS181.3.1",0.998360118071499,"all1"
"239936",423,"19AcAm206.2.1","19AcS312.2.1",0.996720236142998,"all1"
"240007",423,"19AcAm206.2.1","19AcS398Asp.2.1",0.996392259757298,"all1"
"575693",423,"19AcS181.3.1","05LoS23_11",0.998032141685799,"all1"
"576432",423,"19AcS181.3.1","19AcAm206.2.1",0.998360118071499,"all1"
"577851",423,"19AcS181.3.1","19AcS312.2.1",0.997704165300098,"all1"
"577924",423,"19AcS181.3.1","19AcS398Asp.2.1",0.997376188914398,"all1"
"615295",423,"19AcS312.2.1","05LoS23_11",0.996392259757298,"all1"
"616036",423,"19AcS312.2.1","19AcAm206.2.1",0.996720236142998,"all1"
"617311",423,"19AcS312.2.1","19AcS181.3.1",0.997704165300098,"all1"
"617524",423,"19AcS312.2.1","19AcS398Asp.2.1",0.995736306985897,"all1"
"633772",423,"19AcS398Asp.2.1","05LoS23_11",0.996064283371597,"all1"
"634517",423,"19AcS398Asp.2.1","19AcAm206.2.1",0.996392259757298,"all1"
"635793",423,"19AcS398Asp.2.1","19AcS181.3.1",0.997376188914398,"all1"
"635944",423,"19AcS398Asp.2.1","19AcS312.2.1",0.995736306985897,"all1"
"2493127",423,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"2494358",423,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"2500126",423,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"2539363",423,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"I3"
"30898124",423,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"31006113",423,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31012113",423,"19AcAm43.3.1","19AcARN300.2.1",0.996064283371597,"I3"
"31051116",423,"19AcAm43.3.1","19AcHe316.1.1",0.995736306985897,"I3"
"31162356",423,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"31270113",423,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"31276105",423,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"31315350",423,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"I3"
"32746126",423,"19AcARN300.2.1","05LoS16R1_16",0.996720236142998,"I3"
"32854113",423,"19AcARN300.2.1","19AcAm43.3.1",0.996064283371597,"I3"
"32855103",423,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"32899119",423,"19AcARN300.2.1","19AcHe316.1.1",0.997704165300098,"I3"
"43042362",423,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"I3"
"43150114",423,"19AcHe316.1.1","19AcAm43.3.1",0.995736306985897,"I3"
"43151350",423,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"I3"
"43157118",423,"19AcHe316.1.1","19AcARN300.2.1",0.997704165300098,"I3"
"24941133",423,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2520285",423,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"2529281",423,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2609289",423,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"311621133",423,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31296275",423,"19AcARN268.1.1","19AcGLB102.2.2",0.998032141685799,"R3"
"31305276",423,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31385291",423,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"38026274",423,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"38135275",423,"19AcGLB102.2.2","19AcARN268.1.1",0.998032141685799,"R3"
"38169275",423,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"38249289",423,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"40402276",423,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511276",423,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40537275",423,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"40625289",423,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"61522287",423,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61631290",423,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"61657289",423,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"61666289",423,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"11453",423,"11LoS34_6","19AcAM290.1.1",0.837191773446754,"metapop"
"11466",423,"11LoS34_6","19AcD298.2.1",0.728730664240218,"metapop"
"11507",423,"11LoS34_6","19AcAm40.1.1",0.739856020942408,"metapop"
"11547",423,"11LoS34_6","19AcD281.3.1",0.751446302724308,"metapop"
"220453",423,"19AcAM290.1.1","19AcAm40.1.1",0.798273246995683,"metapop"
"22103",423,"19AcAM290.1.1","19AcD298.2.1",0.754972544234289,"metapop"
"22207",423,"19AcAM290.1.1","19AcD281.3.1",0.775420875420875,"metapop"
"22238",423,"19AcAM290.1.1","11LoS34_6",0.837191773446754,"metapop"
"24092",423,"19AcAm40.1.1","19AcD281.3.1",0.723125924240701,"metapop"
"24132",423,"19AcAm40.1.1","11LoS34_6",0.739856020942408,"metapop"
"241413",423,"19AcAm40.1.1","19AcAM290.1.1",0.798273246995683,"metapop"
"24191",423,"19AcAm40.1.1","19AcD298.2.1",0.704432887568103,"metapop"
"30518",423,"19AcD281.3.1","19AcAm40.1.1",0.723125924240701,"metapop"
"30519",423,"19AcD281.3.1","19AcAM290.1.1",0.775420875420875,"metapop"
"30653",423,"19AcD281.3.1","19AcD298.2.1",0.79726678550208,"metapop"
"30726",423,"19AcD281.3.1","11LoS34_6",0.751446302724308,"metapop"
"31039",423,"19AcD298.2.1","11LoS34_6",0.728730664240218,"metapop"
"31050",423,"19AcD298.2.1","19AcAM290.1.1",0.754972544234289,"metapop"
"31142",423,"19AcD298.2.1","19AcAm40.1.1",0.704432887568103,"metapop"
"311691",423,"19AcD298.2.1","19AcD281.3.1",0.79726678550208,"metapop"
"23245",423,"19AcAm39.1.1","19AcAm39.4.1",0.890954716550701,"species"
"23289",423,"19AcAm39.1.1","19AcD271.1.1",0.781850298079046,"species"
"233471",423,"19AcAm39.1.1","19AcARN268.3.1",0.781679901577005,"species"
"234022",423,"19AcAm39.1.1","19AcPa174A.2.1",0.817461229178633,"species"
"23499",423,"19AcAm39.4.1","19AcARN268.3.1",0.801865837405597,"species"
"23519",423,"19AcAm39.4.1","19AcPa174A.2.1",0.829835766423358,"species"
"23612",423,"19AcAm39.4.1","19AcAm39.1.1",0.890954716550701,"species"
"23681",423,"19AcAm39.4.1","19AcD271.1.1",0.803420677557285,"species"
"265222",423,"19AcARN268.3.1","19AcD271.1.1",0.915330823023131,"species"
"26535",423,"19AcARN268.3.1","19AcPa174A.2.1",0.815589353612167,"species"
"26555",423,"19AcARN268.3.1","19AcAm39.4.1",0.801865837405597,"species"
"265971",423,"19AcARN268.3.1","19AcAm39.1.1",0.781679901577005,"species"
"293182",423,"19AcD271.1.1","19AcARN268.3.1",0.915330823023131,"species"
"29338",423,"19AcD271.1.1","19AcAm39.4.1",0.803420677557285,"species"
"29395",423,"19AcD271.1.1","19AcAm39.1.1",0.781850298079046,"species"
"294091",423,"19AcD271.1.1","19AcPa174A.2.1",0.807705044706921,"species"
"44309",423,"19AcPa174A.2.1","19AcAm39.4.1",0.829835766423358,"species"
"443691",423,"19AcPa174A.2.1","19AcD271.1.1",0.807705044706921,"species"
"44497",423,"19AcPa174A.2.1","19AcARN268.3.1",0.815589353612167,"species"
"445012",423,"19AcPa174A.2.1","19AcAm39.1.1",0.817461229178633,"species"
"35111",424,"05LoS21R6_43","19AcAm129.3.1",0.997376188914398,"all1"
"35253",424,"05LoS21R6_43","19AcAm209.1.1",0.997376188914398,"all1"
"35956",424,"05LoS21R6_43","19AcHe316.1.1",0.997048212528698,"all1"
"36503",424,"05LoS21R6_43","19AcS181.3.1",0.998032141685799,"all1"
"208701",424,"19AcAm129.3.1","05LoS21R6_43",0.997376188914398,"all1"
"209494",424,"19AcAm129.3.1","19AcAm209.1.1",0.998032141685799,"all1"
"210194",424,"19AcAm129.3.1","19AcHe316.1.1",0.997704165300098,"all1"
"21074",424,"19AcAm129.3.1","19AcS181.3.1",0.998688094457199,"all1"
"245661",424,"19AcAm209.1.1","05LoS21R6_43",0.997376188914398,"all1"
"246324",424,"19AcAm209.1.1","19AcAm129.3.1",0.998032141685799,"all1"
"247156",424,"19AcAm209.1.1","19AcHe316.1.1",0.997704165300098,"all1"
"247702",424,"19AcAm209.1.1","19AcS181.3.1",0.998688094457199,"all1"
