"","isolate1","isolate2","ani","haplotype","sample"
"173433","19AcARN282.3.1","19AcS398Asp.2.1",99.7247,"K1_R1_I1_G1",484
"173452","19AcARN282.3.1","19AcS398sp.3.1",99.6615,"K1_R1_I1_G1",484
"173483","19AcARN282.3.1","05LoS1_4",99.6443,"K1_R1_I1_G1",484
"173522","19AcARN282.3.1","19AcAm209.1.1",99.6282,"K1_R1_I1_G1",484
"22348","19AcAm209.1.1","19AcS398sp.3.1",99.8801,"K1_R1_I1_G1",484
"223671","19AcAm209.1.1","19AcARN282.3.1",99.6347,"K1_R1_I1_G1",484
"22371","19AcAm209.1.1","19AcS398Asp.2.1",99.6061,"K1_R1_I1_G1",484
"22399","19AcAm209.1.1","05LoS1_4",99.494,"K1_R1_I1_G1",484
"47206","19AcS398Asp.2.1","05LoS1_4",99.7308,"K1_R1_I1_G1",484
"47209","19AcS398Asp.2.1","19AcARN282.3.1",99.7263,"K1_R1_I1_G1",484
"472281","19AcS398Asp.2.1","19AcS398sp.3.1",99.6452,"K1_R1_I1_G1",484
"472432","19AcS398Asp.2.1","19AcAm209.1.1",99.6062,"K1_R1_I1_G1",484
"47429","19AcS398sp.3.1","19AcAm209.1.1",99.882,"K1_R1_I1_G1",484
"47447","19AcS398sp.3.1","19AcARN282.3.1",99.6691,"K1_R1_I1_G1",484
"474511","19AcS398sp.3.1","19AcS398Asp.2.1",99.6443,"K1_R1_I1_G1",484
"474671","19AcS398sp.3.1","05LoS1_4",99.5451,"K1_R1_I1_G1",484
"165012","19AcARN268.1.1","19AcGLB102.2.2",99.2562,"K1_R3_I1_G1",484
"16535","19AcARN268.1.1","19AcS312.2.1",99.0952,"K1_R3_I1_G1",484
"165412","19AcARN268.1.1","19AcHe316.1.1",99.0408,"K1_R3_I1_G1",484
"165421","19AcARN268.1.1","19AcGLB198.2.2",99.0182,"K1_R3_I1_G1",484
"27394","19AcGLB102.2.2","19AcGLB198.2.2",99.5784,"K1_R3_I1_G1",484
"27396","19AcGLB102.2.2","19AcS312.2.1",99.5747,"K1_R3_I1_G1",484
"27437","19AcGLB102.2.2","19AcHe316.1.1",99.3638,"K1_R3_I1_G1",484
"27453","19AcGLB102.2.2","19AcARN268.1.1",99.2578,"K1_R3_I1_G1",484
"291881","19AcGLB198.2.2","19AcGLB102.2.2",99.5815,"K1_R3_I1_G1",484
"292281","19AcGLB198.2.2","19AcS312.2.1",99.3723,"K1_R3_I1_G1",484
"29260","19AcGLB198.2.2","19AcHe316.1.1",99.1793,"K1_R3_I1_G1",484
"29289","19AcGLB198.2.2","19AcARN268.1.1",99.0061,"K1_R3_I1_G1",484
"30595","19AcHe316.1.1","19AcS312.2.1",99.3768,"K1_R3_I1_G1",484
"305981","19AcHe316.1.1","19AcGLB102.2.2",99.3594,"K1_R3_I1_G1",484
"306261","19AcHe316.1.1","19AcGLB198.2.2",99.1768,"K1_R3_I1_G1",484
"30653","19AcHe316.1.1","19AcARN268.1.1",99.0351,"K1_R3_I1_G1",484
"458441","19AcS312.2.1","19AcGLB102.2.2",99.575,"K1_R3_I1_G1",484
"458761","19AcS312.2.1","19AcHe316.1.1",99.374,"K1_R3_I1_G1",484
"458782","19AcS312.2.1","19AcGLB198.2.2",99.3683,"K1_R3_I1_G1",484
"45925","19AcS312.2.1","19AcARN268.1.1",99.0999,"K1_R3_I1_G1",484
"16154","05LoS16R1_16","19AcARN268.1.1",99.5746,"K1_R1_I3_G1",484
"165013","05LoS16R1_16","19AcAm43.3.1",99.352,"K1_R1_I3_G1",484
"168315","05LoS16R1_16","19AcPa177.2.2",99.2028,"K1_R1_I3_G1",484
"171716","05LoS16R1_16","19AcHe316.1.1",99.0519,"K1_R1_I3_G1",484
"164412","19AcARN268.1.1","05LoS16R1_16",99.5763,"K1_R1_I3_G1",484
"165021","19AcARN268.1.1","19AcAm43.3.1",99.2537,"K1_R1_I3_G1",484
"165162","19AcARN268.1.1","19AcPa177.2.2",99.2131,"K1_R1_I3_G1",484
"1654111","19AcARN268.1.1","19AcHe316.1.1",99.0408,"K1_R1_I3_G1",484
"24220","19AcAm43.3.1","19AcHe316.1.1",99.5731,"K1_R1_I3_G1",484
"24223","19AcAm43.3.1","19AcPa177.2.2",99.5499,"K1_R1_I3_G1",484
"24246","19AcAm43.3.1","05LoS16R1_16",99.354,"K1_R1_I3_G1",484
"24274","19AcAm43.3.1","19AcARN268.1.1",99.2558,"K1_R1_I3_G1",484
"305541","19AcHe316.1.1","19AcAm43.3.1",99.5707,"K1_R1_I3_G1",484
"306081","19AcHe316.1.1","19AcPa177.2.2",99.3388,"K1_R1_I3_G1",484
"306461","19AcHe316.1.1","05LoS16R1_16",99.0586,"K1_R1_I3_G1",484
"306531","19AcHe316.1.1","19AcARN268.1.1",99.0351,"K1_R1_I3_G1",484
"37865","19AcPa177.2.2","19AcAm43.3.1",99.5497,"K1_R1_I3_G1",484
"379162","19AcPa177.2.2","19AcHe316.1.1",99.3374,"K1_R1_I3_G1",484
"37928","19AcPa177.2.2","05LoS16R1_16",99.2135,"K1_R1_I3_G1",484
"37929","19AcPa177.2.2","19AcARN268.1.1",99.2128,"K1_R1_I3_G1",484
"171092","19AcARN300.2.1","19AcD266.3.1",99.6819,"K1_R1_I1_G1",485
"171171","19AcARN300.2.1","19AcAm40.3.1",99.6216,"K1_R1_I1_G1",485
"17150","19AcARN300.2.1","19AcAm211.3.1",99.4847,"K1_R1_I1_G1",485
"171661","19AcARN300.2.1","19AcS121.1.1",99.4421,"K1_R1_I1_G1",485
"22650","19AcAm211.3.1","19AcD266.3.1",99.7286,"K1_R1_I1_G1",485
"226551","19AcAm211.3.1","19AcS121.1.1",99.6897,"K1_R1_I1_G1",485
"22692","19AcAm211.3.1","19AcAm40.3.1",99.5211,"K1_R1_I1_G1",485
"22696","19AcAm211.3.1","19AcARN300.2.1",99.5008,"K1_R1_I1_G1",485
"23815","19AcAm40.3.1","19AcARN300.2.1",99.533,"K1_R1_I1_G1",485
"23848","19AcAm40.3.1","19AcAm211.3.1",99.4294,"K1_R1_I1_G1",485
"23862","19AcAm40.3.1","19AcS121.1.1",99.4043,"K1_R1_I1_G1",485
"23865","19AcAm40.3.1","19AcD266.3.1",99.3972,"K1_R1_I1_G1",485
"26115","19AcD266.3.1","19AcAm211.3.1",99.7201,"K1_R1_I1_G1",485
"261171","19AcD266.3.1","19AcS121.1.1",99.7094,"K1_R1_I1_G1",485
"26120","19AcD266.3.1","19AcARN300.2.1",99.6839,"K1_R1_I1_G1",485
"26157","19AcD266.3.1","19AcAm40.3.1",99.4793,"K1_R1_I1_G1",485
"43213","19AcS121.1.1","19AcD266.3.1",99.7057,"K1_R1_I1_G1",485
"43222","19AcS121.1.1","19AcAm211.3.1",99.6789,"K1_R1_I1_G1",485
"432551","19AcS121.1.1","19AcAm40.3.1",99.4825,"K1_R1_I1_G1",485
"43267","19AcS121.1.1","19AcARN300.2.1",99.4459,"K1_R1_I1_G1",485
"13935","05LoS16R1_16","19AcGLB198.2.2",99.654,"K1_R3_I1_G1",485
"14054","05LoS16R1_16","19AcGLB102.2.2",99.5205,"K1_R3_I1_G1",485
"14092","05LoS16R1_16","19AcS312.2.1",99.5046,"K1_R3_I1_G1",485
"14145","05LoS16R1_16","19AcHe316.1.1",99.4961,"K1_R3_I1_G1",485
"293681","19AcGLB102.2.2","19AcHe316.1.1",99.6929,"K1_R3_I1_G1",485
"29373","19AcGLB102.2.2","19AcGLB198.2.2",99.6679,"K1_R3_I1_G1",485
"29379","19AcGLB102.2.2","19AcS312.2.1",99.644,"K1_R3_I1_G1",485
"294101","19AcGLB102.2.2","05LoS16R1_16",99.5489,"K1_R3_I1_G1",485
"31429","19AcGLB198.2.2","19AcS312.2.1",99.6703,"K1_R3_I1_G1",485
"314301","19AcGLB198.2.2","19AcGLB102.2.2",99.6701,"K1_R3_I1_G1",485
"314423","19AcGLB198.2.2","05LoS16R1_16",99.6272,"K1_R3_I1_G1",485
"314511","19AcGLB198.2.2","19AcHe316.1.1",99.5897,"K1_R3_I1_G1",485
"335021","19AcHe316.1.1","19AcGLB102.2.2",99.6906,"K1_R3_I1_G1",485
"335211","19AcHe316.1.1","19AcGLB198.2.2",99.5871,"K1_R3_I1_G1",485
"335382","19AcHe316.1.1","05LoS16R1_16",99.5088,"K1_R3_I1_G1",485
"335403","19AcHe316.1.1","19AcS312.2.1",99.5055,"K1_R3_I1_G1",485
"478231","19AcS312.2.1","19AcGLB198.2.2",99.6579,"K1_R3_I1_G1",485
"47826","19AcS312.2.1","19AcGLB102.2.2",99.6325,"K1_R3_I1_G1",485
"47844","19AcS312.2.1","05LoS16R1_16",99.5331,"K1_R3_I1_G1",485
"478591","19AcS312.2.1","19AcHe316.1.1",99.4969,"K1_R3_I1_G1",485
"13983","05LoS16R1_16","05LoS3_1",99.5523,"K1_R1_I3_G1",485
"141411","05LoS16R1_16","19AcHe316.1.1",99.4961,"K1_R1_I3_G1",485
"14254","05LoS16R1_16","19AcAm43.3.1",99.4711,"K1_R1_I3_G1",485
"14851","05LoS16R1_16","19AcPa177.2.2",99.1769,"K1_R1_I3_G1",485
"4172","05LoS3_1","19AcAm43.3.1",99.6096,"K1_R1_I3_G1",485
"41772","05LoS3_1","05LoS16R1_16",99.5985,"K1_R1_I3_G1",485
"4211","05LoS3_1","19AcHe316.1.1",99.4664,"K1_R1_I3_G1",485
"4276","05LoS3_1","19AcPa177.2.2",99.071,"K1_R1_I3_G1",485
"25454","19AcAm43.3.1","05LoS3_1",99.6078,"K1_R1_I3_G1",485
"25456","19AcAm43.3.1","19AcHe316.1.1",99.5585,"K1_R1_I3_G1",485
"254731","19AcAm43.3.1","05LoS16R1_16",99.4834,"K1_R1_I3_G1",485
"25531","19AcAm43.3.1","19AcPa177.2.2",99.0863,"K1_R1_I3_G1",485
"33530","19AcHe316.1.1","19AcAm43.3.1",99.5544,"K1_R1_I3_G1",485
"335381","19AcHe316.1.1","05LoS16R1_16",99.5088,"K1_R1_I3_G1",485
"335461","19AcHe316.1.1","05LoS3_1",99.4599,"K1_R1_I3_G1",485
"336093","19AcHe316.1.1","19AcPa177.2.2",99.1063,"K1_R1_I3_G1",485
"40668","19AcPa177.2.2","05LoS16R1_16",99.3896,"K1_R1_I3_G1",485
"407241","19AcPa177.2.2","19AcHe316.1.1",99.1372,"K1_R1_I3_G1",485
"40741","19AcPa177.2.2","19AcAm43.3.1",99.0898,"K1_R1_I3_G1",485
"40755","19AcPa177.2.2","05LoS3_1",99.0575,"K1_R1_I3_G1",485
"44583","05LoS3_1","19AcS312.3.1",99.2279,"K1_R1_I1_G1",486
"44827","05LoS3_1","19AcS312.2.1",98.7069,"K1_R1_I1_G1",486
"4544","05LoS3_1","19AcPa177.2.2",98.1036,"K1_R1_I1_G1",486
"41504","19AcPa177.2.2","19AcS312.3.1",98.2803,"K1_R1_I1_G1",486
"41557","19AcPa177.2.2","19AcS312.2.1",98.0622,"K1_R1_I1_G1",486
"415671","19AcPa177.2.2","05LoS3_1",98.0336,"K1_R1_I1_G1",486
"487641","19AcS312.2.1","05LoS3_1",98.717,"K1_R1_I1_G1",486
"48805","19AcS312.2.1","19AcS312.3.1",98.3153,"K1_R1_I1_G1",486
"488171","19AcS312.2.1","19AcPa177.2.2",98.0293,"K1_R1_I1_G1",486
"48952","19AcS312.3.1","05LoS3_1",99.2331,"K1_R1_I1_G1",486
"49012","19AcS312.3.1","19AcPa177.2.2",98.3359,"K1_R1_I1_G1",486
"49018","19AcS312.3.1","19AcS312.2.1",98.3013,"K1_R1_I1_G1",486
"165561","19AcARN268.1.1","19AcGLB102.2.2",99.3335,"K1_R3_I1_G1",486
"16577","19AcARN268.1.1","19AcHe316.1.1",98.9414,"K1_R3_I1_G1",486
"165793","19AcARN268.1.1","19AcGLB198.2.2",98.8732,"K1_R3_I1_G1",486
"166431","19AcARN268.1.1","19AcS312.2.1",98.3749,"K1_R3_I1_G1",486
"30318","19AcGLB102.2.2","19AcARN268.1.1",99.3305,"K1_R3_I1_G1",486
"303252","19AcGLB102.2.2","19AcGLB198.2.2",99.0849,"K1_R3_I1_G1",486
"30326","19AcGLB102.2.2","19AcHe316.1.1",99.0511,"K1_R3_I1_G1",486
"30340","19AcGLB102.2.2","19AcS312.2.1",98.8127,"K1_R3_I1_G1",486
"31924","19AcGLB198.2.2","19AcHe316.1.1",99.2703,"K1_R3_I1_G1",486
"319391","19AcGLB198.2.2","19AcGLB102.2.2",99.0096,"K1_R3_I1_G1",486
"319422","19AcGLB198.2.2","19AcARN268.1.1",98.8737,"K1_R3_I1_G1",486
"31999","19AcGLB198.2.2","19AcS312.2.1",98.2182,"K1_R3_I1_G1",486
"34023","19AcHe316.1.1","19AcGLB198.2.2",99.2702,"K1_R3_I1_G1",486
"340253","19AcHe316.1.1","19AcGLB102.2.2",99.2321,"K1_R3_I1_G1",486
"340413","19AcHe316.1.1","19AcARN268.1.1",98.9243,"K1_R3_I1_G1",486
"340731","19AcHe316.1.1","19AcS312.2.1",98.2565,"K1_R3_I1_G1",486
"48750","19AcS312.2.1","19AcGLB102.2.2",98.7968,"K1_R3_I1_G1",486
"48799","19AcS312.2.1","19AcARN268.1.1",98.3946,"K1_R3_I1_G1",486
"48810","19AcS312.2.1","19AcGLB198.2.2",98.2341,"K1_R3_I1_G1",486
"488152","19AcS312.2.1","19AcHe316.1.1",98.1075,"K1_R3_I1_G1",486
"171114","05LoS16R1_16","19AcAm43.3.1",98.5008,"K1_R1_I3_G1",486
"173715","05LoS16R1_16","19AcARN268.1.1",98.3869,"K1_R1_I3_G1",486
"174716","05LoS16R1_16","19AcHe316.1.1",98.1091,"K1_R1_I3_G1",486
"174810","05LoS16R1_16","19AcPa177.2.2",98.1036,"K1_R1_I3_G1",486
"165771","19AcARN268.1.1","19AcHe316.1.1",98.9414,"K1_R1_I3_G1",486
"16644","19AcARN268.1.1","05LoS16R1_16",98.3646,"K1_R1_I3_G1",486
"16656","19AcARN268.1.1","19AcAm43.3.1",98.2373,"K1_R1_I3_G1",486
"16659","19AcARN268.1.1","19AcPa177.2.2",98.1129,"K1_R1_I3_G1",486
"26394","19AcAm43.3.1","05LoS16R1_16",98.4897,"K1_R1_I3_G1",486
"264371","19AcAm43.3.1","19AcARN268.1.1",98.1819,"K1_R1_I3_G1",486
"264461","19AcAm43.3.1","19AcPa177.2.2",97.9163,"K1_R1_I3_G1",486
"26448","19AcAm43.3.1","19AcHe316.1.1",97.8887,"K1_R1_I3_G1",486
"3404111","19AcHe316.1.1","19AcARN268.1.1",98.9243,"K1_R1_I3_G1",486
"341061","19AcHe316.1.1","05LoS16R1_16",98.1003,"K1_R1_I3_G1",486
"341102","19AcHe316.1.1","19AcAm43.3.1",98.0461,"K1_R1_I3_G1",486
"341452","19AcHe316.1.1","19AcPa177.2.2",97.5731,"K1_R1_I3_G1",486
"41529","19AcPa177.2.2","05LoS16R1_16",98.146,"K1_R1_I3_G1",486
"41549","19AcPa177.2.2","19AcARN268.1.1",98.0783,"K1_R1_I3_G1",486
"41586","19AcPa177.2.2","19AcAm43.3.1",97.8855,"K1_R1_I3_G1",486
"415941","19AcPa177.2.2","19AcHe316.1.1",97.5086,"K1_R1_I3_G1",486
"7247","11LoS14_2","19AcS183.2.1",99.6946,"K1_R1_I1_G1",487
"7275","11LoS14_2","19AcAm128.2.1",99.6236,"K1_R1_I1_G1",487
"7306","11LoS14_2","19AcAm211.3.1",99.5685,"K1_R1_I1_G1",487
"7342","11LoS14_2","19AcHe316.1.1",99.4385,"K1_R1_I1_G1",487
"20086","19AcAm128.2.1","19AcS183.2.1",99.6771,"K1_R1_I1_G1",487
"201071","19AcAm128.2.1","11LoS14_2",99.6309,"K1_R1_I1_G1",487
"201302","19AcAm128.2.1","19AcAm211.3.1",99.5885,"K1_R1_I1_G1",487
"20142","19AcAm128.2.1","19AcHe316.1.1",99.5373,"K1_R1_I1_G1",487
"242561","19AcAm211.3.1","19AcS183.2.1",99.7095,"K1_R1_I1_G1",487
"242961","19AcAm211.3.1","19AcAm128.2.1",99.5804,"K1_R1_I1_G1",487
"24299","19AcAm211.3.1","11LoS14_2",99.5734,"K1_R1_I1_G1",487
"24350","19AcAm211.3.1","19AcHe316.1.1",99.4224,"K1_R1_I1_G1",487
"32905","19AcHe316.1.1","19AcAm128.2.1",99.5434,"K1_R1_I1_G1",487
"32952","19AcHe316.1.1","19AcS183.2.1",99.4459,"K1_R1_I1_G1",487
"32954","19AcHe316.1.1","11LoS14_2",99.444,"K1_R1_I1_G1",487
"329571","19AcHe316.1.1","19AcAm211.3.1",99.4285,"K1_R1_I1_G1",487
"45707","19AcS183.2.1","19AcAm211.3.1",99.7099,"K1_R1_I1_G1",487
"45714","19AcS183.2.1","11LoS14_2",99.6971,"K1_R1_I1_G1",487
"45724","19AcS183.2.1","19AcAm128.2.1",99.6682,"K1_R1_I1_G1",487
"457871","19AcS183.2.1","19AcHe316.1.1",99.4398,"K1_R1_I1_G1",487
"16478","05LoS16R1_16","19AcGLB102.2.2",99.7096,"K1_R3_I1_G1",487
"16538","05LoS16R1_16","19AcARN268.1.1",99.6929,"K1_R3_I1_G1",487
"174916","05LoS16R1_16","19AcHe316.1.1",99.4721,"K1_R3_I1_G1",487
"17584","05LoS16R1_16","19AcGLB198.2.2",99.412,"K1_R3_I1_G1",487
"170371","19AcARN268.1.1","19AcGLB102.2.2",99.7474,"K1_R3_I1_G1",487
"170581","19AcARN268.1.1","05LoS16R1_16",99.6997,"K1_R3_I1_G1",487
"171141","19AcARN268.1.1","19AcHe316.1.1",99.5671,"K1_R3_I1_G1",487
"171373","19AcARN268.1.1","19AcGLB198.2.2",99.4176,"K1_R3_I1_G1",487
"29638","19AcGLB102.2.2","19AcARN268.1.1",99.745,"K1_R3_I1_G1",487
"296442","19AcGLB102.2.2","05LoS16R1_16",99.7125,"K1_R3_I1_G1",487
"297061","19AcGLB102.2.2","19AcHe316.1.1",99.489,"K1_R3_I1_G1",487
"297171","19AcGLB102.2.2","19AcGLB198.2.2",99.3944,"K1_R3_I1_G1",487
"315072","19AcGLB198.2.2","19AcARN268.1.1",99.4069,"K1_R3_I1_G1",487
"315081","19AcGLB198.2.2","05LoS16R1_16",99.4054,"K1_R3_I1_G1",487
"31512","19AcGLB198.2.2","19AcGLB102.2.2",99.3946,"K1_R3_I1_G1",487
"315752","19AcGLB198.2.2","19AcHe316.1.1",99.2675,"K1_R3_I1_G1",487
"328862","19AcHe316.1.1","19AcARN268.1.1",99.5689,"K1_R3_I1_G1",487
"32929","19AcHe316.1.1","19AcGLB102.2.2",99.4938,"K1_R3_I1_G1",487
"32935","19AcHe316.1.1","05LoS16R1_16",99.4796,"K1_R3_I1_G1",487
"329812","19AcHe316.1.1","19AcGLB198.2.2",99.2775,"K1_R3_I1_G1",487
"16365","05LoS16R1_16","05LoS3_1",99.8188,"K1_R1_I3_G1",487
"16397","05LoS16R1_16","19AcARN300.2.1",99.7721,"K1_R1_I3_G1",487
"17256","05LoS16R1_16","19AcAm43.3.1",99.5572,"K1_R1_I3_G1",487
"174917","05LoS16R1_16","19AcHe316.1.1",99.4721,"K1_R1_I3_G1",487
"44306","05LoS3_1","05LoS16R1_16",99.8156,"K1_R1_I3_G1",487
"44316","05LoS3_1","19AcARN300.2.1",99.8127,"K1_R1_I3_G1",487
"45094","05LoS3_1","19AcAm43.3.1",99.623,"K1_R1_I3_G1",487
"45502","05LoS3_1","19AcHe316.1.1",99.4741,"K1_R1_I3_G1",487
"181812","19AcARN300.2.1","05LoS3_1",99.8174,"K1_R1_I3_G1",487
"182032","19AcARN300.2.1","05LoS16R1_16",99.7705,"K1_R1_I3_G1",487
"182441","19AcARN300.2.1","19AcAm43.3.1",99.6847,"K1_R1_I3_G1",487
"182821","19AcARN300.2.1","19AcHe316.1.1",99.5442,"K1_R1_I3_G1",487
"27042","19AcAm43.3.1","19AcARN300.2.1",99.6864,"K1_R1_I3_G1",487
"27073","19AcAm43.3.1","05LoS3_1",99.6316,"K1_R1_I3_G1",487
"27116","19AcAm43.3.1","05LoS16R1_16",99.5598,"K1_R1_I3_G1",487
"27134","19AcAm43.3.1","19AcHe316.1.1",99.4851,"K1_R1_I3_G1",487
"32903","19AcHe316.1.1","19AcARN300.2.1",99.5501,"K1_R1_I3_G1",487
"32933","19AcHe316.1.1","19AcAm43.3.1",99.484,"K1_R1_I3_G1",487
"329351","19AcHe316.1.1","05LoS16R1_16",99.4796,"K1_R1_I3_G1",487
"329361","19AcHe316.1.1","05LoS3_1",99.4792,"K1_R1_I3_G1",487
"18247","19AcARN268.1.1","19AcAm211.3.1",99.6449,"K1_R1_I1_G1",488
"182633","19AcARN268.1.1","19AcAm129.3.1",99.5998,"K1_R1_I1_G1",488
"182921","19AcARN268.1.1","19AcS398sp.3.1",99.5231,"K1_R1_I1_G1",488
"183221","19AcARN268.1.1","19AcS181.1.1",99.4551,"K1_R1_I1_G1",488
"21902","19AcAm129.3.1","19AcARN268.1.1",99.5931,"K1_R1_I1_G1",488
"219101","19AcAm129.3.1","19AcAm211.3.1",99.5656,"K1_R1_I1_G1",488
"21921","19AcAm129.3.1","19AcS398sp.3.1",99.4979,"K1_R1_I1_G1",488
"219582","19AcAm129.3.1","19AcS181.1.1",97.7163,"K1_R1_I1_G1",488
"255461","19AcAm211.3.1","19AcARN268.1.1",99.6407,"K1_R1_I1_G1",488
"255621","19AcAm211.3.1","19AcS398sp.3.1",99.6106,"K1_R1_I1_G1",488
"255733","19AcAm211.3.1","19AcAm129.3.1",99.5659,"K1_R1_I1_G1",488
"255853","19AcAm211.3.1","19AcS181.1.1",99.5324,"K1_R1_I1_G1",488
"48877","19AcS181.1.1","19AcAm211.3.1",99.4352,"K1_R1_I1_G1",488
"48899","19AcS181.1.1","19AcARN268.1.1",99.3486,"K1_R1_I1_G1",488
"489491","19AcS181.1.1","19AcAm129.3.1",97.7188,"K1_R1_I1_G1",488
"489661","19AcS181.1.1","19AcS398sp.3.1",97.4453,"K1_R1_I1_G1",488
"54442","19AcS398sp.3.1","19AcAm211.3.1",99.6457,"K1_R1_I1_G1",488
"544611","19AcS398sp.3.1","19AcARN268.1.1",99.5083,"K1_R1_I1_G1",488
"54463","19AcS398sp.3.1","19AcAm129.3.1",99.494,"K1_R1_I1_G1",488
"54552","19AcS398sp.3.1","19AcS181.1.1",97.4433,"K1_R1_I1_G1",488
"171115","05LoS16R1_16","19AcARN268.1.1",99.6593,"K1_R3_I1_G1",488
"171211","05LoS16R1_16","19AcHe316.1.1",99.6527,"K1_R3_I1_G1",488
"173114","05LoS16R1_16","19AcGLB102.2.2",99.5989,"K1_R3_I1_G1",488
"180413","05LoS16R1_16","19AcGLB198.2.2",99.4222,"K1_R3_I1_G1",488
"182402","19AcARN268.1.1","05LoS16R1_16",99.6629,"K1_R3_I1_G1",488
"182551","19AcARN268.1.1","19AcGLB102.2.2",99.6256,"K1_R3_I1_G1",488
"182652","19AcARN268.1.1","19AcHe316.1.1",99.5942,"K1_R3_I1_G1",488
"183321","19AcARN268.1.1","19AcGLB198.2.2",99.4086,"K1_R3_I1_G1",488
"325981","19AcGLB102.2.2","19AcARN268.1.1",99.6271,"K1_R3_I1_G1",488
"32606","19AcGLB102.2.2","05LoS16R1_16",99.5985,"K1_R3_I1_G1",488
"32623","19AcGLB102.2.2","19AcHe316.1.1",99.5252,"K1_R3_I1_G1",488
"32659","19AcGLB102.2.2","19AcGLB198.2.2",99.3993,"K1_R3_I1_G1",488
"347891","19AcGLB198.2.2","19AcHe316.1.1",99.4573,"K1_R3_I1_G1",488
"347921","19AcGLB198.2.2","05LoS16R1_16",99.4458,"K1_R3_I1_G1",488
"34800","19AcGLB198.2.2","19AcGLB102.2.2",99.4275,"K1_R3_I1_G1",488
"34801","19AcGLB198.2.2","19AcARN268.1.1",99.4243,"K1_R3_I1_G1",488
"371922","19AcHe316.1.1","05LoS16R1_16",99.6453,"K1_R3_I1_G1",488
"37210","19AcHe316.1.1","19AcARN268.1.1",99.5879,"K1_R3_I1_G1",488
"37244","19AcHe316.1.1","19AcGLB102.2.2",99.5225,"K1_R3_I1_G1",488
"37272","19AcHe316.1.1","19AcGLB198.2.2",99.4115,"K1_R3_I1_G1",488
"171116","05LoS16R1_16","19AcARN268.1.1",99.6593,"K1_R1_I3_G1",488
"171212","05LoS16R1_16","19AcHe316.1.1",99.6527,"K1_R1_I3_G1",488
"176610","05LoS16R1_16","19AcARN300.2.1",99.52,"K1_R1_I3_G1",488
"178118","05LoS16R1_16","19AcPa177.2.2",99.4878,"K1_R1_I3_G1",488
"1824011","19AcARN268.1.1","05LoS16R1_16",99.6629,"K1_R1_I3_G1",488
"182651","19AcARN268.1.1","19AcHe316.1.1",99.5942,"K1_R1_I3_G1",488
"182772","19AcARN268.1.1","19AcPa177.2.2",99.572,"K1_R1_I3_G1",488
"183181","19AcARN268.1.1","19AcARN300.2.1",99.4592,"K1_R1_I3_G1",488
"19707","19AcARN300.2.1","19AcHe316.1.1",99.5401,"K1_R1_I3_G1",488
"19711","19AcARN300.2.1","05LoS16R1_16",99.5157,"K1_R1_I3_G1",488
"197293","19AcARN300.2.1","19AcARN268.1.1",99.4578,"K1_R1_I3_G1",488
"198031","19AcARN300.2.1","19AcPa177.2.2",99.1701,"K1_R1_I3_G1",488
"371921","19AcHe316.1.1","05LoS16R1_16",99.6453,"K1_R1_I3_G1",488
"372101","19AcHe316.1.1","19AcARN268.1.1",99.5879,"K1_R1_I3_G1",488
"37242","19AcHe316.1.1","19AcARN300.2.1",99.5322,"K1_R1_I3_G1",488
"37306","19AcHe316.1.1","19AcPa177.2.2",97.72,"K1_R1_I3_G1",488
"44726","19AcPa177.2.2","19AcARN268.1.1",99.5385,"K1_R1_I3_G1",488
"447421","19AcPa177.2.2","05LoS16R1_16",99.454,"K1_R1_I3_G1",488
"447801","19AcPa177.2.2","19AcARN300.2.1",99.1656,"K1_R1_I3_G1",488
"44836","19AcPa177.2.2","19AcHe316.1.1",97.6949,"K1_R1_I3_G1",488
"43704","05LoS23_11","19AcGLB102.2.2",99.705,"K1_R1_I1_G1",489
"43841","05LoS23_11","19AcAm43.3.1",99.675,"K1_R1_I1_G1",489
"44273","05LoS23_11","19AcS183.2.1",99.3765,"K1_R1_I1_G1",489
"44447","05LoS23_11","19AcS398sp.3.1",99.3387,"K1_R1_I1_G1",489
"285651","19AcAm43.3.1","19AcGLB102.2.2",99.8689,"K1_R1_I1_G1",489
"285952","19AcAm43.3.1","05LoS23_11",99.6743,"K1_R1_I1_G1",489
"286191","19AcAm43.3.1","19AcS183.2.1",99.5338,"K1_R1_I1_G1",489
"28632","19AcAm43.3.1","19AcS398sp.3.1",99.5068,"K1_R1_I1_G1",489
"32681","19AcGLB102.2.2","19AcAm43.3.1",99.8706,"K1_R1_I1_G1",489
"327021","19AcGLB102.2.2","05LoS23_11",99.7081,"K1_R1_I1_G1",489
"32723","19AcGLB102.2.2","19AcS398sp.3.1",99.5959,"K1_R1_I1_G1",489
"32734","19AcGLB102.2.2","19AcS183.2.1",99.5749,"K1_R1_I1_G1",489
"496151","19AcS183.2.1","19AcS398sp.3.1",99.9362,"K1_R1_I1_G1",489
"496683","19AcS183.2.1","19AcGLB102.2.2",99.5693,"K1_R1_I1_G1",489
"496781","19AcS183.2.1","19AcAm43.3.1",99.5315,"K1_R1_I1_G1",489
"49706","19AcS183.2.1","05LoS23_11",99.3766,"K1_R1_I1_G1",489
"54214","19AcS398sp.3.1","19AcS183.2.1",99.9381,"K1_R1_I1_G1",489
"54256","19AcS398sp.3.1","19AcGLB102.2.2",99.5928,"K1_R1_I1_G1",489
"54277","19AcS398sp.3.1","19AcAm43.3.1",99.5062,"K1_R1_I1_G1",489
