"","isolate1","isolate2","ani","population","sample"
"461831","19AcS181.3.1","19AcPa285.2.1",98.8411,"metapop",393
"46190","19AcS181.3.1","05LoS3_1",98.7577,"metapop",393
"46262","19AcS181.3.1","19AcD298.2.1",89.9015,"metapop",393
"16691","19AcARN268.3.1","19AcARN300.2.1",99.4393,"species",393
"166971","19AcARN268.3.1","19AcPa283.2.1",99.3752,"species",393
"16780","19AcARN268.3.1","19AcS183.2.1",98.827,"species",393
"16836","19AcARN268.3.1","19AcAm42.2.1",95.3135,"species",393
"17875","19AcARN300.2.1","19AcPa283.2.1",99.5586,"species",393
"178871","19AcARN300.2.1","19AcARN268.3.1",99.4374,"species",393
"17909","19AcARN300.2.1","19AcS183.2.1",99.2175,"species",393
"180161","19AcARN300.2.1","19AcAm42.2.1",95.2502,"species",393
"259151","19AcAm42.2.1","19AcARN300.2.1",95.3315,"species",393
"25918","19AcAm42.2.1","19AcPa283.2.1",95.3249,"species",393
"25993","19AcAm42.2.1","19AcARN268.3.1",95.1624,"species",393
"25999","19AcAm42.2.1","19AcS183.2.1",95.1512,"species",393
"42075","19AcPa283.2.1","19AcARN300.2.1",99.559,"species",393
"42093","19AcPa283.2.1","19AcARN268.3.1",99.3701,"species",393
"421721","19AcPa283.2.1","19AcS183.2.1",98.9223,"species",393
"42219","19AcPa283.2.1","19AcAm42.2.1",95.3055,"species",393
"465531","19AcS183.2.1","19AcARN300.2.1",99.2313,"species",393
"46648","19AcS183.2.1","19AcPa283.2.1",98.9354,"species",393
"46659","19AcS183.2.1","19AcARN268.3.1",98.8415,"species",393
"46688","19AcS183.2.1","19AcAm42.2.1",95.1705,"species",393
"5674","09LoS36_3","11LoS8_1",99.4854,"metapop",394
"5727","09LoS36_3","19AcGLBFCO1.1.1",99.1518,"metapop",394
"57362","09LoS36_3","19AcS123.1.1",99.1043,"metapop",394
"57371","09LoS36_3","09LoS43_2",99.1031,"metapop",394
"6867","09LoS43_2","11LoS8_1",99.5653,"metapop",394
"68831","09LoS43_2","19AcGLBFCO1.1.1",99.2486,"metapop",394
"6913","09LoS43_2","09LoS36_3",99.1086,"metapop",394
"69601","09LoS43_2","19AcS123.1.1",98.8682,"metapop",394
"12993","11LoS8_1","09LoS43_2",99.5625,"metapop",394
"13006","11LoS8_1","09LoS36_3",99.4827,"metapop",394
"13011","11LoS8_1","19AcGLBFCO1.1.1",99.4735,"metapop",394
"130991","11LoS8_1","19AcS123.1.1",98.9036,"metapop",394
"36278","19AcGLBFCO1.1.1","11LoS8_1",99.4716,"metapop",394
"36308","19AcGLBFCO1.1.1","09LoS43_2",99.2455,"metapop",394
"36334","19AcGLBFCO1.1.1","19AcS123.1.1",99.161,"metapop",394
"36339","19AcGLBFCO1.1.1","09LoS36_3",99.1467,"metapop",394
"48603","19AcS123.1.1","19AcGLBFCO1.1.1",99.1641,"metapop",394
"48610","19AcS123.1.1","11LoS8_1",99.1301,"metapop",394
"48615","19AcS123.1.1","09LoS36_3",99.1063,"metapop",394
"486321","19AcS123.1.1","09LoS43_2",98.6614,"metapop",394
"117681","11LoS34_2","19AcPa146.2.1",99.6461,"species",394
"11795","11LoS34_2","19AcAm129.2.1",99.421,"species",394
"11841","11LoS34_2","19AcPa285.1.1",99.0959,"species",394
"11865","11LoS34_2","19AcAm184.3.1",98.929,"species",394
"22343","19AcAm129.2.1","19AcPa285.1.1",99.4785,"species",394
"22354","19AcAm129.2.1","11LoS34_2",99.4193,"species",394
"22370","19AcAm129.2.1","19AcPa146.2.1",99.2896,"species",394
"22377","19AcAm129.2.1","19AcAm184.3.1",99.2637,"species",394
"23106","19AcAm184.3.1","19AcAm129.2.1",99.2631,"species",394
"23118","19AcAm184.3.1","19AcPa285.1.1",99.1907,"species",394
"23128","19AcAm184.3.1","19AcPa146.2.1",99.1584,"species",394
"23148","19AcAm184.3.1","11LoS34_2",98.9214,"species",394
"41905","19AcPa146.2.1","11LoS34_2",99.646,"species",394
"419331","19AcPa146.2.1","19AcPa285.1.1",99.3227,"species",394
"41935","19AcPa146.2.1","19AcAm129.2.1",99.2909,"species",394
"41966","19AcPa146.2.1","19AcAm184.3.1",99.1598,"species",394
"47095","19AcPa285.1.1","11LoS34_2",99.3256,"species",394
"47096","19AcPa285.1.1","19AcPa146.2.1",99.3255,"species",394
"47111","19AcPa285.1.1","19AcAm129.2.1",99.2377,"species",394
"471221","19AcPa285.1.1","19AcAm184.3.1",99.1859,"species",394
"225751","19AcAm187A.2.1","19AcGLB381sp.3.1",94.4306,"metapop",395
"22614","19AcAm187A.2.1","19AcS181.3.1",94.3802,"metapop",395
"22639","19AcAm187A.2.1","19AcPa147.2.2",94.3411,"metapop",395
"22747","19AcAm187A.2.1","19AcD298.3.1",90.1669,"metapop",395
"30858","19AcD298.3.1","19AcPa147.2.2",90.7034,"metapop",395
"30878","19AcD298.3.1","19AcS181.3.1",90.654,"metapop",395
"30948","19AcD298.3.1","19AcGLB381sp.3.1",90.4793,"metapop",395
"30969","19AcD298.3.1","19AcAm187A.2.1",90.2377,"metapop",395
"34623","19AcGLB381sp.3.1","19AcPa147.2.2",96.0889,"metapop",395
"34746","19AcGLB381sp.3.1","19AcS181.3.1",95.8003,"metapop",395
"34772","19AcGLB381sp.3.1","19AcAm187A.2.1",94.4258,"metapop",395
"348261","19AcGLB381sp.3.1","19AcD298.3.1",90.8929,"metapop",395
"40929","19AcPa147.2.2","19AcGLB381sp.3.1",96.0892,"metapop",395
"41017","19AcPa147.2.2","19AcS181.3.1",95.8512,"metapop",395
"41066","19AcPa147.2.2","19AcAm187A.2.1",94.2356,"metapop",395
"41118","19AcPa147.2.2","19AcD298.3.1",91.1168,"metapop",395
"487911","19AcS181.3.1","19AcPa147.2.2",95.8262,"metapop",395
"48797","19AcS181.3.1","19AcGLB381sp.3.1",95.7816,"metapop",395
"488061","19AcS181.3.1","19AcAm187A.2.1",94.351,"metapop",395
"48880","19AcS181.3.1","19AcD298.3.1",90.7304,"metapop",395
"7321","05LoM26.5","19AcAm129.3.1",96.3083,"species",395
"773","05LoM26.5","19AcAm41.3.1",96.227,"species",395
"795","05LoM26.5","19AcPa285.2.1",96.1934,"species",395
"897","05LoM26.5","19AcAm187A.2.1",93.7898,"species",395
"21552","19AcAm129.3.1","19AcPa285.2.1",99.6463,"species",395
"21624","19AcAm129.3.1","19AcAm41.3.1",99.3951,"species",395
"216682","19AcAm129.3.1","05LoM26.5",96.1653,"species",395
"21703","19AcAm129.3.1","19AcAm187A.2.1",94.2873,"species",395
"22542","19AcAm187A.2.1","19AcAm129.3.1",94.4864,"species",395
"22544","19AcAm187A.2.1","19AcPa285.2.1",94.4855,"species",395
"22561","19AcAm187A.2.1","19AcAm41.3.1",94.4424,"species",395
"226771","19AcAm187A.2.1","05LoM26.5",93.7979,"species",395
"27357","19AcAm41.3.1","19AcPa285.2.1",99.4894,"species",395
"273681","19AcAm41.3.1","19AcAm129.3.1",99.4019,"species",395
"274761","19AcAm41.3.1","05LoM26.5",96.0501,"species",395
"27511","19AcAm41.3.1","19AcAm187A.2.1",94.3496,"species",395
"46227","19AcPa285.2.1","19AcAm129.3.1",99.7316,"species",395
"46271","19AcPa285.2.1","19AcAm41.3.1",99.4916,"species",395
"46352","19AcPa285.2.1","05LoM26.5",96.1719,"species",395
"46386","19AcPa285.2.1","19AcAm187A.2.1",94.4237,"species",395
"9005","11LoS28_6","19AcAm211.3.1",99.8012,"metapop",396
"9118","11LoS28_6","19AcAm39.7.1",96.2033,"metapop",396
"9164","11LoS28_6","13LoS100_1",90.9861,"metapop",396
"91661","11LoS28_6","19AcARN300.3.1",90.9282,"metapop",396
"12587","13LoS100_1","19AcAm39.7.1",91.213,"metapop",396
"12659","13LoS100_1","19AcAm211.3.1",90.9593,"metapop",396
"12680","13LoS100_1","11LoS28_6",90.8934,"metapop",396
"12712","13LoS100_1","19AcARN300.3.1",90.6513,"metapop",396
"18715","19AcARN300.3.1","11LoS28_6",90.9724,"metapop",396
"18811","19AcARN300.3.1","19AcAm211.3.1",90.8053,"metapop",396
"18827","19AcARN300.3.1","19AcAm39.7.1",90.7433,"metapop",396
"18871","19AcARN300.3.1","13LoS100_1",90.3673,"metapop",396
"24098","19AcAm211.3.1","11LoS28_6",99.8014,"metapop",396
"24220","19AcAm211.3.1","19AcAm39.7.1",96.2194,"metapop",396
"24267","19AcAm211.3.1","13LoS100_1",90.9864,"metapop",396
"24273","19AcAm211.3.1","19AcARN300.3.1",90.8604,"metapop",396
"24804","19AcAm39.7.1","19AcAm211.3.1",96.3001,"metapop",396
"24831","19AcAm39.7.1","11LoS28_6",96.2705,"metapop",396
"249721","19AcAm39.7.1","13LoS100_1",91.27,"metapop",396
"250011","19AcAm39.7.1","19AcARN300.3.1",90.7616,"metapop",396
"11831","11LoS7_1","19AcGLB198.2.2",99.6097,"species",396
"11835","11LoS7_1","19AcAm41.3.1",99.6049,"species",396
"11848","11LoS7_1","19AcS5.2.1",99.5883,"species",396
"11955","11LoS7_1","19AcAm187A.2.1",94.4351,"species",396
"21492","19AcAm187A.2.1","19AcAm41.3.1",94.4609,"species",396
"215231","19AcAm187A.2.1","19AcGLB198.2.2",94.3856,"species",396
"21561","19AcAm187A.2.1","11LoS7_1",94.3227,"species",396
"21629","19AcAm187A.2.1","19AcS5.2.1",93.0735,"species",396
"25537","19AcAm41.3.1","19AcGLB198.2.2",99.7827,"species",396
"25560","19AcAm41.3.1","19AcS5.2.1",99.7582,"species",396
"25597","19AcAm41.3.1","11LoS7_1",99.6006,"species",396
"25644","19AcAm41.3.1","19AcAm187A.2.1",94.4515,"species",396
"31645","19AcGLB198.2.2","19AcAm41.3.1",99.7871,"species",396
"316711","19AcGLB198.2.2","19AcS5.2.1",99.7388,"species",396
"31729","19AcGLB198.2.2","11LoS7_1",99.6148,"species",396
"31779","19AcGLB198.2.2","19AcAm187A.2.1",94.5419,"species",396
"51978","19AcS5.2.1","19AcAm41.3.1",99.7574,"species",396
"519911","19AcS5.2.1","19AcGLB198.2.2",99.7388,"species",396
"52029","19AcS5.2.1","11LoS7_1",99.5902,"species",396
"52076","19AcS5.2.1","19AcAm187A.2.1",94.5115,"species",396
"14371","13LoS14_2","19AcAM272.3.1",91.2421,"metapop",397
"14437","13LoS14_2","19AcAm187A.2.1",90.7181,"metapop",397
"14497","13LoS14_2","19AcGLB102.2.1",90.6029,"metapop",397
"14520","13LoS14_2","19AcAm128.1.1",90.5703,"metapop",397
"17329","19AcAM272.3.1","13LoS14_2",91.4534,"metapop",397
"17349","19AcAM272.3.1","19AcAm187A.2.1",91.3451,"metapop",397
"17374","19AcAM272.3.1","19AcGLB102.2.1",91.235,"metapop",397
"17465","19AcAM272.3.1","19AcAm128.1.1",91.1161,"metapop",397
"22545","19AcAm128.1.1","19AcGLB102.2.1",99.5714,"metapop",397
"22642","19AcAm128.1.1","19AcAm187A.2.1",93.8469,"metapop",397
"22669","19AcAm128.1.1","19AcAM272.3.1",91.2532,"metapop",397
"22710","19AcAm128.1.1","13LoS14_2",90.3945,"metapop",397
"243472","19AcAm187A.2.1","19AcGLB102.2.1",93.9321,"metapop",397
"24353","19AcAm187A.2.1","19AcAm128.1.1",93.8969,"metapop",397
"24395","19AcAm187A.2.1","19AcAM272.3.1",91.4592,"metapop",397
"24432","19AcAm187A.2.1","13LoS14_2",90.5338,"metapop",397
"333871","19AcGLB102.2.1","19AcAm128.1.1",99.5668,"metapop",397
"33510","19AcGLB102.2.1","19AcAm187A.2.1",93.8651,"metapop",397
"335341","19AcGLB102.2.1","19AcAM272.3.1",91.3251,"metapop",397
"33563","19AcGLB102.2.1","13LoS14_2",90.5133,"metapop",397
"116681","11LoS33_5","19AcPa174A.3.1",90.9825,"species",397
"11673","11LoS33_5","19AcS180A.1.1",90.9589,"species",397
"11733","11LoS33_5","19AcAm211.5.1",90.7082,"species",397
"11739","11LoS33_5","19AcS179.1.1",90.6959,"species",397
"27521","19AcAm211.5.1","19AcS179.1.1",99.4716,"species",397
"27547","19AcAm211.5.1","19AcS180A.1.1",99.203,"species",397
"27568","19AcAm211.5.1","19AcPa174A.3.1",96.0156,"species",397
"27639","19AcAm211.5.1","11LoS33_5",90.5271,"species",397
"45296","19AcPa174A.3.1","19AcAm211.5.1",96.0436,"species",397
"453431","19AcPa174A.3.1","19AcS179.1.1",96.0067,"species",397
"45356","19AcPa174A.3.1","19AcS180A.1.1",95.9295,"species",397
"45424","19AcPa174A.3.1","11LoS33_5",90.9245,"species",397
"49950","19AcS179.1.1","19AcAm211.5.1",99.4675,"species",397
"50014","19AcS179.1.1","19AcS180A.1.1",99.3358,"species",397
"500451","19AcS179.1.1","19AcPa174A.3.1",95.9822,"species",397
"50122","19AcS179.1.1","11LoS33_5",90.5086,"species",397
"50407","19AcS180A.1.1","19AcS179.1.1",99.3394,"species",397
"50479","19AcS180A.1.1","19AcAm211.5.1",99.1993,"species",397
"505351","19AcS180A.1.1","19AcPa174A.3.1",95.9239,"species",397
"50596","19AcS180A.1.1","11LoS33_5",90.9239,"species",397
"21392","19AcAm127A.1.1","19AcAm211.3.1",99.6257,"metapop",398
"21449","19AcAm127A.1.1","19AcGLB232.1.1",99.4191,"metapop",398
"21543","19AcAm127A.1.1","19AcAm39.1.1",95.6476,"metapop",398
"215631","19AcAm127A.1.1","19AcNV334.2.1",91.6897,"metapop",398
"260181","19AcAm211.3.1","19AcAm127A.1.1",99.6275,"metapop",398
"26059","19AcAm211.3.1","19AcGLB232.1.1",99.452,"metapop",398
"26161","19AcAm211.3.1","19AcAm39.1.1",95.6526,"metapop",398
"26181","19AcAm211.3.1","19AcNV334.2.1",91.6957,"metapop",398
"265481","19AcAm39.1.1","19AcGLB232.1.1",95.6831,"metapop",398
"26588","19AcAm39.1.1","19AcAm211.3.1",95.6352,"metapop",398
"266191","19AcAm39.1.1","19AcAm127A.1.1",95.6003,"metapop",398
"26670","19AcAm39.1.1","19AcNV334.2.1",92.1367,"metapop",398
"35330","19AcGLB232.1.1","19AcAm211.3.1",99.4574,"metapop",398
"35339","19AcGLB232.1.1","19AcAm127A.1.1",99.4246,"metapop",398
"353951","19AcGLB232.1.1","19AcAm39.1.1",95.6997,"metapop",398
"354141","19AcGLB232.1.1","19AcNV334.2.1",91.7676,"metapop",398
"386591","19AcNV334.2.1","19AcAm39.1.1",92.105,"metapop",398
"387561","19AcNV334.2.1","19AcGLB232.1.1",91.8408,"metapop",398
"38795","19AcNV334.2.1","19AcAm127A.1.1",91.7687,"metapop",398
"38811","19AcNV334.2.1","19AcAm211.3.1",91.7434,"metapop",398
"24742","05LoS1_4","CW7",99.3371,"species",398
"2529","05LoS1_4","19AcAm208.2.1",99.1668,"species",398
"25632","05LoS1_4","05LoS1_7",96.316,"species",398
"25641","05LoS1_4","19AcGLB381sp.3.1",96.2924,"species",398
"2954","05LoS1_7","19AcGLB381sp.3.1",96.2295,"species",398
"29572","05LoS1_7","05LoS1_4",96.2166,"species",398
"3016","05LoS1_7","19AcAm208.2.1",95.9111,"species",398
"3072","05LoS1_7","CW7",95.8303,"species",398
"25116","19AcAm208.2.1","CW7",99.465,"species",398
"251501","19AcAm208.2.1","05LoS1_4",99.1617,"species",398
"251612","19AcAm208.2.1","19AcGLB381sp.3.1",96.0748,"species",398
"25171","19AcAm208.2.1","05LoS1_7",95.9481,"species",398
"35732","19AcGLB381sp.3.1","05LoS1_4",96.2831,"species",398
"357362","19AcGLB381sp.3.1","05LoS1_7",96.2414,"species",398
"357911","19AcGLB381sp.3.1","19AcAm208.2.1",96.0295,"species",398
"35848","19AcGLB381sp.3.1","CW7",95.951,"species",398
"57692","CW7","19AcAm208.2.1",99.4611,"species",398
"57711","CW7","05LoS1_4",99.342,"species",398
"57724","CW7","19AcGLB381sp.3.1",95.9558,"species",398
"57729","CW7","05LoS1_7",95.8848,"species",398
"23762","19AcAm42.7.1","19AcS312.2.1",95.7177,"metapop",399
"23787","19AcAm42.7.1","19AcPa173.2.1",93.9883,"metapop",399
"237891","19AcAm42.7.1","19AcPa177.1.1",93.5564,"metapop",399
"23832","19AcAm42.7.1","19AcGLB10.2.1",90.8255,"metapop",399
"26146","19AcGLB10.2.1","19AcPa173.2.1",91.2231,"metapop",399
"26200","19AcGLB10.2.1","19AcAm42.7.1",91.0709,"metapop",399
"262411","19AcGLB10.2.1","19AcPa177.1.1",90.8643,"metapop",399
"262581","19AcGLB10.2.1","19AcS312.2.1",90.6611,"metapop",399
"36005","19AcPa173.2.1","19AcPa177.1.1",98.2693,"metapop",399
"36100","19AcPa173.2.1","19AcAm42.7.1",93.9522,"metapop",399
"36110","19AcPa173.2.1","19AcS312.2.1",93.8006,"metapop",399
"36201","19AcPa173.2.1","19AcGLB10.2.1",91.2501,"metapop",399
"37580","19AcPa177.1.1","19AcPa173.2.1",98.2749,"metapop",399
"376411","19AcPa177.1.1","19AcAm42.7.1",93.7178,"metapop",399
"376641","19AcPa177.1.1","19AcS312.2.1",93.657,"metapop",399
"37772","19AcPa177.1.1","19AcGLB10.2.1",90.9095,"metapop",399
"45602","19AcS312.2.1","19AcAm42.7.1",95.6814,"metapop",399
"45609","19AcS312.2.1","19AcPa173.2.1",93.7134,"metapop",399
"45613","19AcS312.2.1","19AcPa177.1.1",93.2909,"metapop",399
"45655","19AcS312.2.1","19AcGLB10.2.1",90.5856,"metapop",399
"6761","11LoS20_1","19AcAm211.5.1",99.681,"species",399
"6773","11LoS20_1","19AcGLB103.2.1",99.5983,"species",399
"68031","11LoS20_1","19AcAm127A.2.1",99.3755,"species",399
"6901","11LoS20_1","19AcAm39.4.1",95.7898,"species",399
"17104","19AcAm127A.2.1","19AcGLB103.2.1",99.7674,"species",399
"17112","19AcAm127A.2.1","19AcAm211.5.1",99.3797,"species",399
"17114","19AcAm127A.2.1","11LoS20_1",99.3786,"species",399
"172471","19AcAm127A.2.1","19AcAm39.4.1",95.5781,"species",399
"218411","19AcAm211.5.1","11LoS20_1",99.6791,"species",399
"21862","19AcAm211.5.1","19AcGLB103.2.1",99.6022,"species",399
"218841","19AcAm211.5.1","19AcAm127A.2.1",99.3839,"species",399
"21978","19AcAm211.5.1","19AcAm39.4.1",95.7255,"species",399
"223791","19AcAm39.4.1","11LoS20_1",95.8104,"species",399
"223811","19AcAm39.4.1","19AcAm211.5.1",95.7984,"species",399
"22388","19AcAm39.4.1","19AcGLB103.2.1",95.7818,"species",399
"22426","19AcAm39.4.1","19AcAm127A.2.1",95.5679,"species",399
"267792","19AcGLB103.2.1","19AcAm127A.2.1",99.7622,"species",399
"26785","19AcGLB103.2.1","19AcAm211.5.1",99.5998,"species",399
"26788","19AcGLB103.2.1","11LoS20_1",99.5976,"species",399
"26922","19AcGLB103.2.1","19AcAm39.4.1",95.7836,"species",399
"12672","13LoS100_1","13LoS104_4",91.2885,"metapop",400
"12795","13LoS100_1","19AcAm43.3.1",90.5878,"metapop",400
"128121","13LoS100_1","19AcAm41.3.1",90.4997,"metapop",400
"12831","13LoS100_1","19AcAm206.2.1",90.4149,"metapop",400
"129401","13LoS104_4","19AcAm206.2.1",93.7585,"metapop",400
"12942","13LoS104_4","19AcAm41.3.1",93.7428,"metapop",400
"12944","13LoS104_4","19AcAm43.3.1",93.726,"metapop",400
"13066","13LoS104_4","13LoS100_1",91.1101,"metapop",400
"236471","19AcAm206.2.1","19AcAm41.3.1",99.4774,"metapop",400
"23649","19AcAm206.2.1","19AcAm43.3.1",99.4614,"metapop",400
"23797","19AcAm206.2.1","13LoS104_4",93.7943,"metapop",400
"23826","19AcAm206.2.1","13LoS100_1",90.7002,"metapop",400
"266841","19AcAm41.3.1","19AcAm43.3.1",99.6657,"metapop",400
"26715","19AcAm41.3.1","19AcAm206.2.1",99.475,"metapop",400
"268391","19AcAm41.3.1","13LoS104_4",93.7337,"metapop",400
"268661","19AcAm41.3.1","13LoS100_1",90.7531,"metapop",400
"27621","19AcAm43.3.1","19AcAm41.3.1",99.6739,"metapop",400
"276471","19AcAm43.3.1","19AcAm206.2.1",99.4669,"metapop",400
"27775","19AcAm43.3.1","13LoS104_4",93.7356,"metapop",400
"27799","19AcAm43.3.1","13LoS100_1",90.7531,"metapop",400
"4284","05LoS3_1","19AcAm209.2.1",99.1433,"species",400
"4326","05LoS3_1","19AcS398sp.3.1",98.8768,"species",400
"4328","05LoS3_1","19AcS142.3.1",98.8733,"species",400
"4368","05LoS3_1","19AcAm39.4.1",95.6611,"species",400
"24619","19AcAm209.2.1","19AcS142.3.1",99.4272,"species",400
"24639","19AcAm209.2.1","19AcS398sp.3.1",99.3251,"species",400
"246731","19AcAm209.2.1","05LoS3_1",99.1626,"species",400
"24710","19AcAm209.2.1","19AcAm39.4.1",96.0796,"species",400
"25532","19AcAm39.4.1","19AcAm209.2.1",96.0496,"species",400
"25580","19AcAm39.4.1","19AcS142.3.1",95.7242,"species",400
"25587","19AcAm39.4.1","05LoS3_1",95.6842,"species",400
"25600","19AcAm39.4.1","19AcS398sp.3.1",95.6269,"species",400
"45398","19AcS142.3.1","19AcS398sp.3.1",99.7556,"species",400
"45428","19AcS142.3.1","19AcAm209.2.1",99.4318,"species",400
"455222","19AcS142.3.1","05LoS3_1",98.8935,"species",400
"45541","19AcS142.3.1","19AcAm39.4.1",95.7157,"species",400
"51017","19AcS398sp.3.1","19AcS142.3.1",99.7537,"species",400
"51064","19AcS398sp.3.1","19AcAm209.2.1",99.3286,"species",400
"51136","19AcS398sp.3.1","05LoS3_1",98.8859,"species",400
"51157","19AcS398sp.3.1","19AcAm39.4.1",95.6284,"species",400
"3792","05LoS8_14","19AcS183.2.1",99.5899,"metapop",401
"38231","05LoS8_14","19AcS142.3.1",99.4011,"metapop",401
"3854","05LoS8_14","19AcD266.3.1",99.2009,"metapop",401
"39224","05LoS8_14","19AcAm187A.2.1",94.2397,"metapop",401
"17559","19AcAm187A.2.1","19AcD266.3.1",94.3741,"metapop",401
"17588","19AcAm187A.2.1","05LoS8_14",94.2548,"metapop",401
"176161","19AcAm187A.2.1","19AcS183.2.1",94.1946,"metapop",401
"17657","19AcAm187A.2.1","19AcS142.3.1",94.0586,"metapop",401
"23331","19AcD266.3.1","19AcS142.3.1",99.4651,"metapop",401
"23357","19AcD266.3.1","19AcS183.2.1",99.3322,"metapop",401
"23376","19AcD266.3.1","05LoS8_14",99.2857,"metapop",401
"23458","19AcD266.3.1","19AcAm187A.2.1",94.5053,"metapop",401
"40437","19AcS142.3.1","19AcS183.2.1",99.6229,"metapop",401
"40461","19AcS142.3.1","05LoS8_14",99.506,"metapop",401
"40472","19AcS142.3.1","19AcD266.3.1",99.4629,"metapop",401
"405521","19AcS142.3.1","19AcAm187A.2.1",94.3149,"metapop",401
"419871","19AcS183.2.1","05LoS8_14",99.5945,"metapop",401
"420051","19AcS183.2.1","19AcS142.3.1",99.5044,"metapop",401
"42038","19AcS183.2.1","19AcD266.3.1",99.2332,"metapop",401
"421061","19AcS183.2.1","19AcAm187A.2.1",94.215,"metapop",401
"3135","05LoS23_11","CW4",99.5147,"species",401
"31522","05LoS23_11","19AcGLB102.2.2",99.4247,"species",401
"3225","05LoS23_11","19AcPa174.3.1",96.1809,"species",401
"3232","05LoS23_11","19AcAm188.3.1",96.0755,"species",401
"17992","19AcAm188.3.1","19AcPa174.3.1",98.5164,"species",401
"18022","19AcAm188.3.1","CW4",96.2408,"species",401
"18072","19AcAm188.3.1","05LoS23_11",96.0771,"species",401
"18083","19AcAm188.3.1","19AcGLB102.2.2",96.033,"species",401
"26235","19AcGLB102.2.2","CW4",99.6451,"species",401
"26252","19AcGLB102.2.2","05LoS23_11",99.5466,"species",401
"263111","19AcGLB102.2.2","19AcPa174.3.1",96.4423,"species",401
"263141","19AcGLB102.2.2","19AcAm188.3.1",96.2285,"species",401
"35756","19AcPa174.3.1","19AcAm188.3.1",98.5089,"species",401
"357761","19AcPa174.3.1","19AcGLB102.2.2",96.4308,"species",401
"35809","19AcPa174.3.1","CW4",96.3529,"species",401
"35854","19AcPa174.3.1","05LoS23_11",96.18,"species",401
"48213","CW4","19AcGLB102.2.2",99.5383,"species",401
"48216","CW4","05LoS23_11",99.5299,"species",401
"48289","CW4","19AcAm188.3.1",96.237,"species",401
"48292","CW4","19AcPa174.3.1",96.2069,"species",401
"12998","13LoS16_4","19AcAm42.2.1",91.7416,"metapop",402
"13017","13LoS16_4","19AcPa144.2.1",91.5984,"metapop",402
"13147","13LoS16_4","19AcPa284.3.1",91.3351,"metapop",402
"13194","13LoS16_4","19AcD281.3.1",91.0548,"metapop",402
"25778","19AcAm42.2.1","19AcPa284.3.1",96.067,"metapop",402
"258571","19AcAm42.2.1","19AcPa144.2.1",96.0195,"metapop",402
"25897","19AcAm42.2.1","13LoS16_4",91.6544,"metapop",402
"259181","19AcAm42.2.1","19AcD281.3.1",90.8726,"metapop",402
"28612","19AcD281.3.1","13LoS16_4",91.149,"metapop",402
"28678","19AcD281.3.1","19AcPa144.2.1",91.0153,"metapop",402
"28744","19AcD281.3.1","19AcPa284.3.1",90.9343,"metapop",402
"28764","19AcD281.3.1","19AcAm42.2.1",90.8739,"metapop",402
"37840","19AcPa144.2.1","19AcPa284.3.1",99.666,"metapop",402
"37909","19AcPa144.2.1","19AcAm42.2.1",96.0783,"metapop",402
"37933","19AcPa144.2.1","13LoS16_4",91.5073,"metapop",402
"37948","19AcPa144.2.1","19AcD281.3.1",91.0137,"metapop",402
"432311","19AcPa284.3.1","19AcPa144.2.1",99.6696,"metapop",402
"43335","19AcPa284.3.1","19AcAm42.2.1",96.1177,"metapop",402
"43361","19AcPa284.3.1","13LoS16_4",91.4346,"metapop",402
"433761","19AcPa284.3.1","19AcD281.3.1",90.9622,"metapop",402
"542","05LoM26.3","19AcGLBFCO1.1.1",96.1351,"species",402
"545","05LoM26.3","19AcPa147.3.1",96.1327,"species",402
"568","05LoM26.3","19AcPa144.2.1",96.1211,"species",402
"5771","05LoM26.3","19AcS183.3.1",96.1187,"species",402
"33305","19AcGLBFCO1.1.1","19AcPa147.3.1",99.6719,"species",402
"33337","19AcGLBFCO1.1.1","19AcPa144.2.1",99.6131,"species",402
"33370","19AcGLBFCO1.1.1","19AcS183.3.1",99.5501,"species",402
"334171","19AcGLBFCO1.1.1","05LoM26.3",96.1533,"species",402
"37763","19AcPa144.2.1","19AcPa147.3.1",99.9434,"species",402
"37801","19AcPa144.2.1","19AcS183.3.1",99.7164,"species",402
"37871","19AcPa144.2.1","19AcGLBFCO1.1.1",99.6094,"species",402
"37904","19AcPa144.2.1","05LoM26.3",96.1312,"species",402
"38708","19AcPa147.3.1","19AcPa144.2.1",99.9464,"species",402
"38785","19AcPa147.3.1","19AcS183.3.1",99.7171,"species",402
"388101","19AcPa147.3.1","19AcGLBFCO1.1.1",99.6714,"species",402
"388451","19AcPa147.3.1","05LoM26.3",96.1432,"species",402
"47257","19AcS183.3.1","19AcPa144.2.1",99.7193,"species",402
"47260","19AcS183.3.1","19AcPa147.3.1",99.7177,"species",402
"47323","19AcS183.3.1","19AcGLBFCO1.1.1",99.5459,"species",402
"473311","19AcS183.3.1","05LoM26.3",96.1412,"species",402
"10422","11LoS33_1","19AcPa173.1.1",91.0291,"metapop",403
"10436","11LoS33_1","19AcS142.3.1",90.6201,"metapop",403
"105041","11LoS33_1","19AcAm208.2.1",90.4973,"metapop",403
"10524","11LoS33_1","19AcPa151A.1.1",90.469,"metapop",403
"238631","19AcAm208.2.1","19AcPa151A.1.1",99.8046,"metapop",403
"23871","19AcAm208.2.1","19AcS142.3.1",99.6827,"metapop",403
"240221","19AcAm208.2.1","19AcPa173.1.1",93.5537,"metapop",403
"24084","19AcAm208.2.1","11LoS33_1",90.2878,"metapop",403
"40734","19AcPa151A.1.1","19AcAm208.2.1",99.804,"metapop",403
